MaLead,SoDienThoai,HoTen,NgayTiepNhan,MaChienDich,MaBaiViet,SanPham,Vung,ChiNhanh,NhuCau,TrangThai,PhanLoai,GiaoDichVien
BRC-02442,0948341308,Khách hàng 2442,22/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-024
BRC-02100,0993650279,Khách hàng 2100,23/05/2026,CMP-2026-Q2,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-010
BRC-02128,0919124469,Khách hàng 2128,23/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Đang liên hệ,Nóng,GDV-051
BRC-02238,0939350116,Khách hàng 2238,24/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-023
BRC-02253,0985626717,Khách hàng 2253,24/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Nha Trang,So sánh sản phẩm,Thành công,Cần nuôi,GDV-016
BRC-02426,0929858325,Khách hàng 2426,25/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Thành công,Ấm,GDV-014
BRC-02352,0921894761,Khách hàng 2352,25/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-014
BRC-02111,0907502323,Khách hàng 2111,25/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-001
BRC-02502,0931957894,Khách hàng 2502,26/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Nha Trang,Hỏi ưu đãi,Thành công,Ưu tiên thấp,GDV-010
BRC-02149,0912451470,Khách hàng 2149,26/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Cần nuôi,GDV-060
BRC-02103,0926853288,Khách hàng 2103,27/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-047
BRC-02074,0916491323,Khách hàng 2074,27/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỏi ưu đãi,Mới,Ưu tiên thấp,GDV-015
BRC-02504,0961507298,Khách hàng 2504,29/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Bình Dương,Hỏi ưu đãi,Mới,Ấm,GDV-004
BRC-02165,0985374722,Khách hàng 2165,30/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Mới,Ấm,GDV-014
BRC-02169,0997357852,Khách hàng 2169,30/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,Mới,Ấm,GDV-035
BRC-02472,0991653429,Khách hàng 2472,30/05/2026,CMP-2026-Q2,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Thành công,Ấm,GDV-012
BRC-02097,0951563888,Khách hàng 2097,31/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Hỏi ưu đãi,Không liên hệ được,Ưu tiên thấp,GDV-059
BRC-02319,0929538753,Khách hàng 2319,31/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Chuyển hồ sơ,Cần nuôi,GDV-034
BRC-02460,0987874490,Khách hàng 2460,31/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Mở mới,Thành công,Cần nuôi,GDV-048
BRC-02032,0978817781,Khách hàng 2032,31/05/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Bình Dương,So sánh sản phẩm,Đã tư vấn,Nóng,GDV-012
BRC-02220,0956583192,Khách hàng 2220,01/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Thành công,Ấm,GDV-042
BRC-02482,0933122903,Khách hàng 2482,01/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Mới,Nóng,GDV-011
BRC-02450,0944820053,Khách hàng 2450,01/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,So sánh sản phẩm,Mới,Ưu tiên thấp,GDV-028
BRC-02327,0981864987,Khách hàng 2327,02/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-044
BRC-02177,0931534272,Khách hàng 2177,03/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-032
BRC-02312,0957012963,Khách hàng 2312,03/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Mở mới,Đã tư vấn,Cần nuôi,GDV-040
BRC-02154,0930904701,Khách hàng 2154,04/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hải Phòng,Hỗ trợ hồ sơ,Mới,Nóng,GDV-014
BRC-02279,0972172462,Khách hàng 2279,04/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-055
BRC-02378,0949819606,Khách hàng 2378,04/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Đã tư vấn,Nóng,GDV-051
BRC-02031,0922420822,Khách hàng 2031,05/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Đà Nẵng,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-040
BRC-02106,0953911834,Khách hàng 2106,05/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Mở mới,Chuyển hồ sơ,Nóng,GDV-033
BRC-02265,0917477882,Khách hàng 2265,06/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Hỏi ưu đãi,Chuyển hồ sơ,Cần nuôi,GDV-051
BRC-02445,0998124801,Khách hàng 2445,06/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đã tư vấn,Ấm,GDV-030
BRC-02178,0948607724,Khách hàng 2178,08/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Đang liên hệ,Cần nuôi,GDV-036
BRC-05646,0985248152,Khách hàng 2222,08/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đang liên hệ,Ấm,GDV-048
BRC-02193,0999892020,Khách hàng 2193,09/06/2026,CMP-2026-Q2,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Mới,Nóng,GDV-031
BRC-02057,0903798285,Khách hàng 2057,09/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Mở mới,Đang liên hệ,Ấm,GDV-023
BRC-02252,0911943298,Khách hàng 2252,09/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Không liên hệ được,Cần nuôi,GDV-055
BRC-02198,0954922836,Khách hàng 2198,10/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-007
BRC-02379,0946837422,Khách hàng 2379,10/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Thành công,Cần nuôi,GDV-001
BRC-02050,0984809311,Khách hàng 2050,11/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Hỏi ưu đãi,Đang liên hệ,Cần nuôi,GDV-047
BRC-02451,0958807894,Khách hàng 2451,11/06/2026,CMP-2026-Q2,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,So sánh sản phẩm,Mới,Ưu tiên thấp,GDV-060
BRC-02383,0954398028,Khách hàng 2383,12/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Nha Trang,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-002
BRC-02416,0949612317,Khách hàng 2416,12/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,So sánh sản phẩm,Thành công,Ấm,GDV-038
BRC-02409,0901521952,Khách hàng 2409,12/06/2026,CMP-2026-Q2,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-004
BRC-02377,0953635934,Khách hàng 2377,13/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Cần nuôi,GDV-032
BRC-02500,0957058385,Khách hàng 2500,13/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-031
BRC-02275,0928155049,Khách hàng 2275,14/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Mới,Ấm,GDV-004
BRC-02520,0951312444,Khách hàng 2520,16/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Mới,Nóng,GDV-040
BRC-02516,0948739595,Khách hàng 2516,16/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-005
BRC-02339,0932648957,Khách hàng 2339,17/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Thành công,Nóng,GDV-003
BRC-02359,0989340528,Khách hàng 2359,18/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Thành công,Ưu tiên thấp,GDV-045
BRC-02114,0946715303,Khách hàng 2114,18/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-030
BRC-02140,0975758117,Khách hàng 2140,19/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Mới,Ấm,GDV-007
BRC-02422,0947157535,Khách hàng 2422,19/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,Mới,Ưu tiên thấp,GDV-009
BRC-02024,0968532221,Khách hàng 2024,20/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Chuyển hồ sơ,Cần nuôi,GDV-026
BRC-02197,0946430442,Khách hàng 2197,20/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Đang liên hệ,Ưu tiên thấp,GDV-032
BRC-02332,0911380372,Khách hàng 2332,20/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,Chuyển hồ sơ,Ấm,GDV-035
BRC-02209,0908441007,Khách hàng 2209,20/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-024
BRC-02036,0947331171,Khách hàng 2036,20/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,Chuyển hồ sơ,Ưu tiên thấp,GDV-017
BRC-02098,0997549502,Khách hàng 2098,20/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-028
BRC-02127,0987088291,Khách hàng 2127,22/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỏi ưu đãi,Đã tư vấn,Ấm,GDV-045
BRC-02056,0933669453,Khách hàng 2056,22/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Đã tư vấn,Cần nuôi,GDV-038
BRC-02509,0926531823,Khách hàng 2509,22/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Mới,Ấm,GDV-037
BRC-02333,0942884137,Khách hàng 2333,22/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-044
BRC-02519,0994084738,Khách hàng 2519,22/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Ấm,GDV-043
BRC-02250,0996209015,Khách hàng 2250,23/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Không liên hệ được,Nóng,GDV-037
BRC-02166,0936283144,Khách hàng 2166,23/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-008
BRC-02092,0932218678,Khách hàng 2092,23/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Nha Trang,Mở mới,Đang liên hệ,Nóng,GDV-049
BRC-02019,0922953332,Khách hàng 2019,24/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Thành công,Ưu tiên thấp,GDV-027
BRC-02055,0995041975,Khách hàng 2055,24/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-043
BRC-02503,0909832305,Khách hàng 2503,24/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Thành công,Cần nuôi,GDV-057
BRC-02242,0951673869,Khách hàng 2242,25/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Cần nuôi,GDV-024
BRC-02351,0988755167,Khách hàng 2351,26/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đã tư vấn,Nóng,GDV-029
BRC-02147,0946060616,Khách hàng 2147,26/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-010
BRC-02360,0965903157,Khách hàng 2360,26/06/2026,CMP-2026-Q2,,Vay mua nhà,Miền Bắc,CN Hải Phòng,Mở mới,Mới,Nóng,GDV-004
BRC-03798,0928835641,Khách hàng 3798,06/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Thành công,Ưu tiên thấp,GDV-012
BRC-03196,0979635462,Khách hàng 3196,06/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Ấm,GDV-029
BRC-03593,0981860772,Khách hàng 3593,06/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-006
BRC-03005,0972738311,Khách hàng 3005,06/07/2026,CMP-2026-Q3,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Đã tư vấn,Cần nuôi,GDV-007
BRC-02769,0993756015,Khách hàng 2769,06/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Không liên hệ được,Cần nuôi,GDV-048
BRC-02560,0942948713,Khách hàng 2560,06/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Hỏi ưu đãi,Mới,Cần nuôi,GDV-046
BRC-03665,0913191265,Khách hàng 3665,06/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Chuyển hồ sơ,Ưu tiên thấp,GDV-014
BRC-03726,0940959996,Khách hàng 3726,07/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Huế,Mở mới,Mới,Ấm,GDV-023
BRC-02667,0997772756,Khách hàng 2667,07/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-057
BRC-03348,0965425590,Khách hàng 3348,07/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-042
BRC-03264,0987915089,Khách hàng 3264,07/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-026
BRC-03754,0921819965,Khách hàng 3754,08/07/2026,CMP-2026-Q3,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Cần nuôi,GDV-045
BRC-03655,0934262300,Khách hàng 3655,08/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Đang liên hệ,Ấm,GDV-027
BRC-03723,0987839019,Khách hàng 3723,08/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Mới,Nóng,GDV-005
BRC-03613,0994377489,Khách hàng 3613,08/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỏi ưu đãi,Chuyển hồ sơ,Cần nuôi,GDV-041
BRC-02652,0927394918,Khách hàng 2652,08/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Thành công,Nóng,GDV-008
BRC-03882,0910942998,Khách hàng 3882,08/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Mới,Nóng,GDV-052
BRC-02943,0920478504,Khách hàng 2943,08/07/2026,CMP-2026-Q3,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Ấm,GDV-023
BRC-03879,0964368278,Khách hàng 3879,08/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Hỏi ưu đãi,Đang liên hệ,Nóng,GDV-014
BRC-03927,0991427980,Khách hàng 3927,08/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,Đã tư vấn,Nóng,GDV-028
BRC-02859,0911836953,Khách hàng 2859,09/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,Đang liên hệ,Ấm,GDV-011
BRC-02802,0974665772,Khách hàng 2802,09/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Huế,So sánh sản phẩm,Thành công,Nóng,GDV-049
BRC-02629,0996041494,Khách hàng 2629,09/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Chuyển hồ sơ,Nóng,GDV-033
BRC-03487,0910739033,Khách hàng 3487,09/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Mở mới,Mới,Ưu tiên thấp,GDV-001
BRC-02855,0962665013,Khách hàng 2855,09/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Cần nuôi,GDV-051
BRC-03411,0931284774,Khách hàng 3411,09/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Thành công,Ưu tiên thấp,GDV-027
BRC-02582,0993333268,Khách hàng 2582,10/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Cần nuôi,GDV-055
BRC-03730,0929194843,Khách hàng 3730,10/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Mở mới,Mới,Nóng,GDV-004
BRC-03856,0956599648,Khách hàng 3856,10/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-059
BRC-03429,0922618476,Khách hàng 3429,10/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Không liên hệ được,Cần nuôi,GDV-029
BRC-03511,0957446938,Khách hàng 3511,10/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Chuyển hồ sơ,Cần nuôi,GDV-027
BRC-03874,0987666720,Khách hàng 3874,10/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-039
BRC-03578,0954564578,Khách hàng 3578,10/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,So sánh sản phẩm,Thành công,Ưu tiên thấp,GDV-030
BRC-02554,0998966155,Khách hàng 2554,10/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-056
BRC-03748,0979942235,Khách hàng 3748,11/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Ấm,GDV-032
BRC-03169,0946551394,Khách hàng 3169,11/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-005
BRC-03864,0958746410,Khách hàng 3864,11/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Huế,Mở mới,Đang liên hệ,Ấm,GDV-053
BRC-03440,0929878808,Khách hàng 3440,11/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-043
BRC-02967,0998280786,Khách hàng 2967,11/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Mới,Ấm,GDV-023
BRC-03899,0941103013,Khách hàng 3899,11/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-051
BRC-02565,0963702045,Khách hàng 2565,11/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Chuyển hồ sơ,Nóng,GDV-001
BRC-02556,0956212304,Khách hàng 2556,11/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-014
BRC-02791,0974071685,Khách hàng 2791,12/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-027
BRC-03501,0911428915,Khách hàng 3501,12/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Đã tư vấn,Ấm,GDV-032
BRC-03250,0905957016,Khách hàng 3250,12/07/2026,CMP-2026-Q3,,Vay mua nhà,Miền Trung,CN Đà Nẵng,Mở mới,Đã tư vấn,Cần nuôi,GDV-043
BRC-03235,0989420777,Khách hàng 3235,12/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đã tư vấn,Cần nuôi,GDV-052
BRC-03178,0904973040,Khách hàng 3178,12/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,So sánh sản phẩm,Thành công,Nóng,GDV-019
BRC-03442,0968419895,Khách hàng 3442,12/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Không liên hệ được,Nóng,GDV-009
BRC-03494,0965686516,Khách hàng 3494,12/07/2026,CMP-2026-Q3,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đã tư vấn,Nóng,GDV-033
BRC-03099,0923771539,Khách hàng 3099,12/07/2026,CMP-2026-Q3,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Thành công,Cần nuôi,GDV-017
BRC-03740,0958081904,Khách hàng 3740,12/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,So sánh sản phẩm,Chuyển hồ sơ,Cần nuôi,GDV-019
BRC-03324,0927581409,Khách hàng 3324,13/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Chuyển hồ sơ,Ưu tiên thấp,GDV-008
BRC-03321,0927872889,Khách hàng 3321,13/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-020
BRC-03391,0902771931,Khách hàng 3391,13/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Hỏi ưu đãi,Chuyển hồ sơ,Ưu tiên thấp,GDV-012
BRC-02822,0900454280,Khách hàng 2822,14/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,Không liên hệ được,Ưu tiên thấp,GDV-026
BRC-02649,0938363115,Khách hàng 2649,14/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Huế,Tư vấn sản phẩm,Thành công,Cần nuôi,GDV-057
BRC-02949,0921499763,Khách hàng 2949,14/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-012
BRC-03658,0922943218,Khách hàng 3658,15/07/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Không liên hệ được,Cần nuôi,GDV-059
